-0.023001082	-0.18461561	0.13536207	0.23183578	-0.20096754	0.016677188	-0.10968387	-0.08558528	0.03057955	-0.023349376	-0.3617858	0.4660511	-0.27632716	0.33524722	0.081269205	-0.022065837
-0.35233417	-0.40296438	-0.15316905	-0.061608486	-0.45670882	0.07469881	-0.48656324	0.35008764	0.24508712	0.11058216	-0.60499984	0.040738054	-0.032273915	0.29914486	0.42913198	0.26733577
0.10529525	0.0873406	0.2600846	0.41533914	0.097624496	-0.46847832	0.042250436	-0.066292234	-0.08473368	-0.0070749936	-0.25847077	-0.009049085	-0.37746286	0.34217924	-0.19442825	-0.17694807
0.2267263	0.117555745	0.01951492	0.10997887	-0.029565932	0.10823391	0.10700471	-0.21753868	-0.121168934	0.06644784	-0.21291398	0.4886614	-0.31253844	0.3043986	-0.07192201	-0.26383758
-0.08020897	-0.08426709	0.018866025	0.22600894	0.08375348	0.23780395	0.022408923	-0.36747378	0.19060712	-0.12458916	-0.1414754	0.46276602	-0.17763582	0.0051547578	-0.071465924	0.040915713
0.42888227	0.46327797	0.2578395	0.45075673	0.37712824	-0.8650811	0.35751668	-0.18904895	-0.49131268	-0.045163777	-0.064456694	-0.61274636	-0.64039475	0.6635029	-0.4281687	-0.63649863
0.10222721	-0.056745443	0.1327888	-0.00034655858	-0.23051536	-0.09168375	-0.09379779	0.15281902	-0.033395898	0.14116195	-0.2709521	0.13873765	-0.22904946	0.3212911	0.1772072	-0.08299579
-0.13885754	-0.2761296	0.36010084	0.22045544	-0.24423872	-0.15112521	-0.08008531	0.121035494	0.046481993	-0.067299485	-0.12991348	0.15900736	-0.08570316	0.11984738	0.095208205	0.021746859
0.2808737	0.27287674	0.51597214	0.480512	0.556764	-0.5163216	0.39294025	-0.5332801	-0.25715926	-0.46463487	0.3755742	0.2721094	-0.5196597	0.14588122	-0.49140188	-0.38542002
0.1527907	0.04195323	0.17323165	0.050706908	-0.20352745	-0.26182196	0.046830874	0.2312392	-0.3160035	0.10547232	-0.28344145	-0.0060480232	-0.27495122	0.46102273	0.05588248	-0.2801353
-0.047611	-0.26513532	0.39428058	-0.17646307	-0.6380164	-0.44945616	-0.20226707	0.66001636	-0.26878273	0.18790546	-0.30560565	-0.13150042	0.061463214	0.2969219	0.49562287	-0.12443467
-0.3276913	-0.42351556	0.6192262	0.48854616	0.069509715	-0.29024968	0.024468638	-0.21782069	0.24576923	-0.55835575	0.3005004	0.24680316	0.13084501	-0.34072506	-0.026663858	0.1120873
-0.011491357	0.040648196	0.2115265	0.44296667	0.41446918	0.36502847	0.20892243	-0.62771755	0.36929196	-0.44570822	0.2844413	0.75359476	-0.059093326	-0.44025853	-0.33125645	0.086986884
-0.01703473	-0.1516465	-0.019046806	-0.0024223935	-0.20862885	-0.021263493	-0.21192515	0.08191825	0.0637654	0.07696511	-0.33168525	0.17629579	-0.2630073	0.24618688	0.20381826	0.008164327
-0.19636957	-0.10636428	-0.62707096	-0.38627738	-0.0855846	0.59945935	-0.52517456	-0.32771012	0.3997487	0.31610218	-0.6779892	0.41802588	0.092786156	-0.030597096	0.3090441	0.38978
-0.3911581	-0.4113131	-0.031237671	0.059160866	-0.30340764	0.19230331	-0.47463942	-0.07053758	0.3949993	-0.14243841	-0.40364692	0.13340795	0.18207102	-0.096893564	0.42696095	0.3350493
-0.4508887	-0.3497493	-0.12589218	0.20627815	0.14401959	0.38128206	-0.37971318	-0.4243624	0.6464802	-0.2936271	-0.24888256	0.36081243	0.17936377	-0.35076612	0.15676929	0.46390137
0.07966525	0.089947864	-0.33215708	-0.11560549	0.021659657	0.25994045	-0.08651568	-0.24146819	0.15320493	0.17754745	-0.39442837	0.34413722	-0.2569902	0.32781482	0.035642717	-0.0036369525
0.83654034	0.8084008	-0.84916943	-0.24539562	0.15007953	-0.3085176	0.36314124	0.15076369	-0.831447	0.839897	-0.9199087	-0.56825376	-0.7228045	0.9705723	-0.34789574	-0.7607568
0.23141049	0.06602339	0.060561527	-0.02253223	-0.045843806	0.22891895	0.26293635	-0.21797712	-0.08213214	0.13629876	0.042461984	0.60588336	-0.001993685	-0.0099052265	-0.012575665	-0.081351645
0.24888116	0.13351963	0.08011814	0.05089855	-0.08488238	0.002578164	0.19760233	-0.115637496	-0.15556197	0.121576935	-0.019831682	0.44411868	-0.16465613	0.2192492	-0.038617194	-0.19059774
-0.10729449	-0.06604599	0.46934086	0.462732	0.15887915	-0.73088133	0.017151952	0.054517653	-0.05585516	-0.34639937	-0.009883324	-0.52708954	-0.35224092	0.28526047	-0.18153276	-0.23160377
-0.29917815	-0.2778015	0.3792575	0.29042625	-0.073462136	-0.09272332	-0.22738688	0.019712564	0.2700407	-0.45156235	-0.15623903	-0.026162257	0.06530542	-0.07566311	0.14832146	0.14628357
0.01692877	-0.12830842	-0.029338714	-0.014480459	-0.30734485	-0.43905365	-0.30118355	0.43108457	-0.19160877	0.19567786	-0.6061574	-0.526451	-0.34623268	0.47772115	0.23384994	-0.20214772
